Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Shelf Life (days),Storage Condition,Quantity Sold (liters/kg),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Total Value,Price per Unit (sold),Approx. Total Revenue(INR),Production Date,Expiration Date
Delhi,495.22,71,Medium,2021-01-17,3,Butter,LocalFarm,618.35,27.62,27,Cold,657,Bangalore,Wholesale,468,26,144,17078.827,28.3574276638737,18630.829975165023,2021-01-13,2021-02-09
Delhi,941.65,98,Small,2021-04-07,2,Butter,LocalFarm,885.08,64.34,59,Frozen,755,Mumbai,Wholesale,320,49,102,56946.04720000001,65.78676798121006,49669.0098258136,2021-04-06,2021-06-04
Kolkata,226.54,41,Small,2023-05-15,1,Cheese,Amul,739.41,78.05,46,Cold,652,Delhi,Retail,25,44,112,57710.9505,76.69389281821775,50004.41811747797,2023-05-11,2023-06-26
Mumbai,979.09,108,Small,2020-05-31,6,Paneer,Mother Dairy,498.57,54.77,7,Frozen,659,Bangalore,Online,329,44,176,27306.678900000003,56.999048693532934,37562.37308903821,2020-05-30,2020-06-06
Chennai,994.57,95,Small,2020-04-06,2,Butter,LocalFarm,765.54,26.73,11,Cold,465,Kolkata,Online,153,46,156,20462.8842,27.145146285067888,12622.493022556568,2020-04-05,2020-04-16
Bangalore,577.84,97,Small,2021-08-23,8,Curd,Mother Dairy,705.88,15.22,43,Cold,306,Bangalore,Retail,321,54,143,10743.4936,14.606630764577526,4469.629013960723,2021-08-19,2021-10-01
Mumbai,211.64,48,Large,2019-06-30,10,Curd,Amul,917.4,38.22,56,Frozen,887,Mumbai,Retail,423,49,113,35063.028,37.08874009906515,32897.712467870784,2019-06-26,2019-08-21
Bangalore,350.3,73,Medium,2019-05-25,4,Curd,Mother Dairy,300.38,82.54,15,Frozen,684,Bangalore,Online,269,33,104,24793.3652,81.72395025941805,55899.18197744194,2019-05-21,2019-06-05
Delhi,453.27,39,Large,2022-07-12,9,Paneer,LocalFarm,163.35,47.76,59,Cold,344,Mumbai,Wholesale,416,54,51,7801.596,49.99179670786592,17197.178067505876,2022-07-11,2022-09-08
Kolkata,343.86,72,Medium,2021-01-04,4,Milk,Amul,496.55,32.7,28,Cold,219,Chennai,Online,440,53,30,16237.185000000001,31.929657772830367,6992.595052249851,2021-01-01,2021-01-29
Kolkata,316.6,105,Large,2020-02-10,4,Butter,Mother Dairy,393.03,11.87,39,Ambient,804,Delhi,Online,422,34,82,4665.266099999999,11.784790709170096,9474.971730172758,2020-02-06,2020-03-16
Chennai,973.62,40,Large,2021-03-23,8,Milk,Mother Dairy,976.12,54.65,54,Cold,167,Mumbai,Online,128,26,39,53344.958,54.981572451270836,9181.92259936223,2021-03-19,2021-05-12
Kolkata,195.7,96,Large,2021-08-26,8,Paneer,Nestle,57.13,71.63,29,Cold,832,Kolkata,Wholesale,93,32,37,4092.2219,70.59506389758324,58735.09316278926,2021-08-23,2021-09-21
Delhi,746.66,49,Small,2021-08-12,5,Butter,LocalFarm,936.71,27.13,32,Ambient,386,Delhi,Online,36,59,174,25412.9423,27.67524302661044,10682.643808271629,2021-08-11,2021-09-12
Chennai,50.39,42,Medium,2020-04-28,3,Cheese,Nestle,957.33,58.35,16,Cold,240,Bangalore,Retail,273,79,164,55860.205500000004,59.28880421594466,14229.313011826718,2020-04-26,2020-05-12
Mumbai,616.37,72,Small,2020-04-26,2,Butter,Mother Dairy,98.41,47.87,27,Cold,247,Bangalore,Retail,157,53,154,4710.8867,45.76566573024751,11304.119435371136,2020-04-24,2020-05-21
Kolkata,920.15,34,Small,2022-06-14,9,Butter,LocalFarm,895.09,73.36,21,Frozen,325,Mumbai,Wholesale,154,32,92,65663.8024,72.83729344185241,23672.120368602034,2022-06-11,2022-07-02
Chennai,323.54,45,Large,2023-03-29,9,Butter,Amul,497.24,87.45,45,Frozen,198,Kolkata,Retail,187,23,124,43483.638,89.9080667569217,17801.797217870495,2023-03-26,2023-05-10
Delhi,226.25,33,Medium,2019-12-05,5,Butter,Amul,777.84,37.63,41,Frozen,495,Mumbai,Wholesale,432,32,194,29270.119200000005,38.15648746812348,18887.46129672112,2019-12-03,2020-01-13
Bangalore,669.1,104,Medium,2019-09-25,8,Butter,Amul,125.29,91.43,22,Cold,436,Kolkata,Online,112,67,97,11455.264700000002,91.06598373391478,39704.76890798684,2019-09-23,2019-10-15
Bangalore,726.97,67,Medium,2019-09-23,7,Paneer,Mother Dairy,957.45,73.63,59,Frozen,629,Mumbai,Online,29,32,93,70497.0435,75.32252484121719,47377.86812512561,2019-09-22,2019-11-20
Delhi,703.63,48,Medium,2020-06-11,3,Butter,Mother Dairy,627.17,13.34,13,Cold,647,Chennai,Retail,428,52,36,8366.4478,13.567431005406032,8778.127860497703,2020-06-09,2020-06-22
Delhi,353.35,55,Small,2022-01-20,5,Paneer,Amul,903.76,81.21,49,Ambient,142,Chennai,Retail,244,42,173,73394.34959999999,83.95173035137734,11921.145709895582,2022-01-19,2022-03-09
Bangalore,289.59,86,Small,2022-06-25,9,Butter,Nestle,689.31,54.52,39,Frozen,304,Chennai,Online,99,86,129,37581.1812,52.07203110200242,15829.897455008735,2022-06-21,2022-07-30
Chennai,958.12,19,Medium,2021-11-08,4,Butter,Nestle,559.97,95.09,40,Ambient,726,Mumbai,Online,20,51,43,53247.547300000006,95.42547368389585,69278.89389450838,2021-11-05,2021-12-15
Bangalore,927.13,96,Small,2021-05-21,3,Paneer,LocalFarm,213.87,39.13,22,Cold,771,Delhi,Retail,437,74,193,8368.733100000001,39.75733858641337,30652.908050124708,2021-05-17,2021-06-08
Delhi,484.45,91,Medium,2022-11-14,7,Butter,LocalFarm,219.06,63.21,24,Cold,746,Bangalore,Wholesale,399,22,146,13846.7826,64.31895971800124,47981.94394962893,2022-11-11,2022-12-05
Kolkata,853.88,41,Small,2022-11-12,8,Curd,Amul,498.94,96.05,25,Ambient,22,Delhi,Wholesale,464,31,102,47923.187,100.10751912967982,2202.365420852956,2022-11-08,2022-12-03
Mumbai,479.71,106,Large,2021-07-14,5,Butter,Mother Dairy,876.92,34.4,51,Ambient,779,Bangalore,Wholesale,17,75,40,30166.048,34.09596093790354,26560.753570626857,2021-07-13,2021-09-02
Kolkata,453.17,45,Large,2023-06-27,8,Cheese,Mother Dairy,159.46,52.48,24,Ambient,281,Kolkata,Retail,161,87,157,8368.4608,54.0287642846927,15182.08276399865,2023-06-24,2023-07-18
Kolkata,198.92,37,Medium,2022-01-23,5,Paneer,LocalFarm,998.47,77.72,59,Ambient,699,Chennai,Wholesale,404,52,158,77601.08840000001,79.94305860037795,55880.19796166419,2022-01-19,2022-03-19
Delhi,455.09,25,Medium,2020-03-05,9,Butter,Amul,882.12,72.2,10,Frozen,490,Chennai,Wholesale,459,51,38,63689.064000000006,70.53119031208784,34560.28325292304,2020-03-02,2020-03-12
Bangalore,560.55,25,Small,2021-03-05,7,Butter,LocalFarm,422.93,85.48,13,Ambient,351,Bangalore,Online,158,36,54,36152.0564,83.49939932404963,29308.28916274142,2021-03-04,2021-03-17
Chennai,71.38,27,Medium,2021-07-29,5,Paneer,Nestle,290.46,56.78,47,Frozen,280,Chennai,Online,9,71,133,16492.3188,59.294475184714756,16602.45305172013,2021-07-27,2021-09-12
Kolkata,471.91,17,Medium,2023-10-15,9,Milk,Amul,925.9,38.7,33,Ambient,22,Delhi,Online,360,92,44,35832.33,38.0204381331275,836.4496389288049,2023-10-11,2023-11-13
Bangalore,792.29,115,Small,2021-11-26,5,Curd,Amul,167.05,58.16,33,Ambient,791,Mumbai,Online,249,24,87,9715.628,57.662162653411045,45610.77065884814,2021-11-23,2021-12-26
Chennai,696.04,89,Medium,2022-11-17,8,Curd,Amul,379.93,41.5,17,Frozen,466,Chennai,Online,3,40,53,15767.095000000001,41.931399496334876,19540.032165292054,2022-11-15,2022-12-02
Kolkata,653.4,84,Medium,2023-05-16,4,Butter,Nestle,129.72,25.88,40,Cold,235,Chennai,Retail,14,22,101,3357.1535999999996,25.405283497811787,5970.24162198577,2023-05-14,2023-06-23
Chennai,914.08,79,Large,2022-08-07,9,Paneer,Amul,955.79,59.95,31,Cold,792,Kolkata,Wholesale,52,86,145,57299.6105,60.91999519593534,48248.63619518079,2022-08-04,2022-09-04
Bangalore,67.13,10,Large,2019-10-30,6,Cheese,LocalFarm,636.74,14.35,51,Cold,498,Mumbai,Wholesale,186,56,122,9137.219,14.047848528526842,6995.828567206368,2019-10-28,2019-12-18
Mumbai,579.2,71,Large,2023-11-15,6,Butter,Nestle,369.37,13.29,53,Cold,588,Bangalore,Retail,54,54,156,4908.927299999999,13.326321469647,7835.877024152436,2023-11-12,2024-01-04
Bangalore,797.98,85,Medium,2020-02-05,3,Curd,Mother Dairy,311.71,15.81,48,Frozen,886,Mumbai,Wholesale,445,52,47,4928.1350999999995,15.904207456879453,14091.127806795195,2020-02-02,2020-03-21
Delhi,564.27,47,Small,2021-04-02,3,Butter,LocalFarm,471.89,70.54,10,Cold,701,Mumbai,Wholesale,425,73,92,33287.1206,72.6601823432462,50934.78782261559,2021-04-01,2021-04-11
Chennai,357.7,101,Large,2019-12-10,4,Paneer,LocalFarm,136.81,46.63,43,Frozen,614,Bangalore,Wholesale,232,22,140,6379.4503,48.30901119190989,29661.73287183267,2019-12-07,2020-01-19
Mumbai,179.44,54,Medium,2021-05-12,1,Cheese,LocalFarm,894.88,54.47,36,Frozen,459,Mumbai,Online,155,67,181,48744.1136,55.45914619623534,25455.74810407202,2021-05-08,2021-06-13
Chennai,893.18,67,Large,2020-06-01,6,Milk,Nestle,535.39,40.91,53,Frozen,219,Kolkata,Online,377,37,113,21902.8049,39.969116162049765,8753.2364394889,2020-05-31,2020-07-23
Chennai,497.22,90,Small,2022-11-01,1,Cheese,LocalFarm,738.84,32.83,47,Frozen,687,Delhi,Retail,390,22,188,24256.1172,32.71134633823621,22472.694934368275,2022-10-31,2022-12-17
Kolkata,884.21,10,Small,2019-06-14,4,Butter,Nestle,272.06,42.25,48,Frozen,842,Mumbai,Online,138,24,195,11494.535,42.51553431982101,35798.07989728929,2019-06-13,2019-07-31
Delhi,606.56,41,Small,2021-11-02,7,Curd,Amul,528.56,27.4,32,Ambient,298,Delhi,Wholesale,412,28,72,14482.543999999998,26.84604493788481,8000.121391489673,2021-11-01,2021-12-03
Chennai,690.48,17,Small,2019-01-25,6,Paneer,Mother Dairy,250.53,71.09,49,Frozen,154,Kolkata,Retail,161,95,37,17810.1777,74.21796121645254,11429.56602733369,2019-01-21,2019-03-11
Bangalore,814.05,49,Small,2023-10-26,8,Butter,Amul,825.29,19.16,5,Cold,313,Kolkata,Wholesale,371,35,162,15812.5564,18.41012395846582,5762.368798999802,2023-10-22,2023-10-27
Bangalore,676.2,65,Small,2022-02-20,4,Milk,LocalFarm,786.51,56.52,54,Frozen,224,Mumbai,Wholesale,249,92,109,44453.5452,58.404684005993,13082.649217342432,2022-02-19,2022-04-14
Kolkata,428.15,72,Medium,2019-05-09,9,Paneer,Nestle,190.79,52.91,58,Cold,896,Chennai,Retail,124,69,56,10094.6989,52.52066963186723,47058.519990153036,2019-05-07,2019-07-04
Delhi,537.95,116,Large,2021-03-27,10,Paneer,Nestle,120.78,37.17,55,Frozen,716,Mumbai,Wholesale,115,76,155,4489.3926,38.82595935694926,27799.38689957567,2021-03-23,2021-05-17
Delhi,812.89,119,Small,2023-07-16,8,Paneer,Amul,832.99,19.21,47,Cold,104,Delhi,Retail,349,76,92,16001.7379,19.272513620770795,2004.3414165601625,2023-07-12,2023-08-28
Bangalore,404.97,97,Large,2023-04-20,5,Butter,LocalFarm,154.17,73.3,35,Frozen,312,Kolkata,Retail,218,36,162,11300.660999999998,74.98376530688938,23394.934775749487,2023-04-19,2023-05-24
Mumbai,418.72,83,Large,2021-10-14,6,Milk,Mother Dairy,571.06,61.26,34,Ambient,409,Delhi,Wholesale,280,84,96,34983.135599999994,62.696433430405804,25642.841273035974,2021-10-10,2021-11-13
Kolkata,140.91,112,Medium,2020-08-17,5,Butter,Nestle,557.76,82.85,58,Cold,157,Delhi,Wholesale,439,76,81,46210.416,84.49045933543096,13265.00211566266,2020-08-16,2020-10-13
Kolkata,918.86,112,Small,2022-08-25,6,Paneer,Nestle,242.8,31.2,22,Cold,430,Bangalore,Wholesale,239,82,110,7575.360000000001,29.794057581383793,12811.44475999503,2022-08-23,2022-09-14
Bangalore,136.48,83,Small,2020-03-11,1,Paneer,LocalFarm,611.79,81.24,33,Frozen,528,Kolkata,Wholesale,101,86,112,49701.819599999995,82.23253042633333,43418.77606510399,2020-03-10,2020-04-12
Bangalore,665.8,45,Medium,2019-07-01,4,Curd,Nestle,527.62,36.28,46,Cold,237,Kolkata,Retail,39,24,161,19142.0536,37.712368564367885,8937.831349755188,2019-06-29,2019-08-14
Mumbai,442.53,98,Medium,2023-05-31,9,Cheese,LocalFarm,533.73,20.13,42,Frozen,637,Delhi,Online,470,41,106,10743.9849,20.82148154506464,13263.283744206175,2023-05-27,2023-07-08
Mumbai,435.34,66,Medium,2020-09-07,4,Butter,LocalFarm,391.71,22.14,27,Ambient,76,Kolkata,Wholesale,375,20,70,8672.4594,23.058693060541813,1752.4606726011777,2020-09-05,2020-10-02
Delhi,695.57,83,Medium,2021-01-13,2,Milk,Mother Dairy,846.51,29.9,26,Ambient,111,Mumbai,Retail,92,66,188,25310.648999999998,29.73371933656891,3300.442846359149,2021-01-12,2021-02-07
Kolkata,113.74,92,Medium,2019-02-12,6,Paneer,LocalFarm,130.15,71.42,6,Frozen,803,Bangalore,Online,190,68,64,9295.313,71.09575011739,57089.88734426417,2019-02-09,2019-02-15
Kolkata,614.02,119,Large,2020-02-08,2,Butter,Amul,466.69,31.96,9,Frozen,389,Mumbai,Retail,374,23,86,14915.412400000001,32.944967203701935,12815.592242240053,2020-02-04,2020-02-13
Bangalore,783.43,54,Medium,2020-08-27,3,Cheese,Mother Dairy,296.83,64.35,46,Ambient,590,Chennai,Online,433,41,181,19101.010499999997,63.085327832195425,37220.3434209953,2020-08-24,2020-10-09
Delhi,836.8,88,Small,2020-10-17,7,Butter,LocalFarm,856.01,33.09,19,Cold,431,Chennai,Online,10,74,82,28325.3709,33.967129792220796,14639.832940447162,2020-10-16,2020-11-04
Kolkata,212.0,89,Small,2023-11-25,4,Cheese,LocalFarm,263.83,42.87,36,Cold,790,Delhi,Online,187,51,59,11310.3921,42.88886719787817,33882.20508632375,2023-11-22,2023-12-28
Delhi,902.55,11,Medium,2023-06-02,1,Butter,Mother Dairy,778.67,90.07,50,Cold,212,Chennai,Wholesale,191,85,152,70134.8069,87.94731691937712,18644.831186907948,2023-05-29,2023-07-18
Delhi,673.34,102,Medium,2019-09-20,9,Curd,Nestle,630.94,55.03,10,Ambient,136,Mumbai,Online,245,88,131,34720.62820000001,55.82067827983049,7591.612246056947,2019-09-19,2019-09-29
Bangalore,887.76,77,Medium,2019-03-11,6,Butter,Mother Dairy,881.05,64.02,18,Frozen,726,Chennai,Online,131,90,164,56404.820999999996,62.71267619998784,45529.40292119117,2019-03-10,2019-03-28
Delhi,511.02,59,Medium,2020-10-22,9,Curd,Nestle,614.1,27.03,28,Ambient,689,Delhi,Retail,483,27,166,16599.123,27.494316901694795,18943.584345267715,2020-10-20,2020-11-17
Mumbai,564.93,38,Medium,2022-08-08,3,Cheese,Mother Dairy,578.66,21.84,25,Cold,294,Kolkata,Wholesale,414,55,178,12637.9344,21.991367188390523,6465.461953386814,2022-08-07,2022-09-01
Mumbai,923.09,104,Small,2022-05-22,5,Paneer,Mother Dairy,811.07,47.19,18,Frozen,372,Bangalore,Retail,329,31,187,38274.3933,48.23853493916408,17944.73499736904,2022-05-21,2022-06-08
Chennai,904.91,90,Large,2021-05-21,9,Paneer,Amul,584.36,86.98,16,Frozen,465,Delhi,Wholesale,309,47,130,50827.63280000001,87.84162837829359,40846.35719590652,2021-05-18,2021-06-03
Bangalore,475.75,19,Medium,2021-04-01,6,Butter,Mother Dairy,852.31,31.68,59,Cold,806,Delhi,Wholesale,335,21,51,27001.1808,32.498247122007115,26193.587180337734,2021-03-30,2021-05-28
Chennai,310.69,36,Medium,2019-05-27,2,Milk,Amul,96.85,65.95,8,Frozen,55,Delhi,Wholesale,55,97,91,6387.2575,69.22250589744374,3807.2378243594057,2019-05-25,2019-06-02
Mumbai,423.51,114,Medium,2019-01-25,1,Butter,LocalFarm,520.39,88.49,48,Cold,643,Mumbai,Online,372,38,60,46049.3111,88.20477642612474,56715.67124199821,2019-01-22,2019-03-11
Chennai,418.38,24,Small,2022-09-08,9,Curd,Nestle,822.06,94.1,25,Ambient,760,Kolkata,Wholesale,349,68,161,77355.84599999999,95.02454076937984,72218.65098472868,2022-09-07,2022-10-02
Bangalore,322.52,69,Small,2022-02-06,1,Curd,Nestle,855.95,99.44,21,Frozen,216,Delhi,Wholesale,354,56,39,85115.668,95.48120205320994,20623.939643493348,2022-02-02,2022-02-23
Bangalore,305.15,117,Large,2020-11-23,5,Cheese,Amul,842.35,78.67,33,Cold,847,Kolkata,Wholesale,43,71,59,66267.67450000001,82.21337494524701,69634.72857862421,2020-11-21,2020-12-24
Delhi,868.01,40,Large,2019-09-08,1,Butter,Nestle,624.16,16.75,55,Cold,309,Delhi,Wholesale,208,79,164,10454.68,16.911364090376992,5225.6115039264905,2019-09-06,2019-10-31
Kolkata,116.37,30,Large,2020-04-26,5,Cheese,Nestle,994.27,88.43,20,Ambient,714,Mumbai,Retail,260,61,172,87923.2961,84.91757763178668,60631.150429095695,2020-04-22,2020-05-12
Delhi,693.73,69,Large,2020-12-15,5,Milk,Mother Dairy,222.32,89.71,22,Frozen,505,Delhi,Online,194,26,176,19944.3272,88.81300472612593,44850.56738669359,2020-12-11,2021-01-02
Bangalore,214.18,67,Small,2021-03-26,7,Paneer,Amul,215.73,60.16,42,Frozen,785,Chennai,Wholesale,79,61,103,12978.316799999999,57.64106223382568,45248.23385355316,2021-03-23,2021-05-04
Mumbai,377.28,50,Large,2020-11-12,7,Paneer,Nestle,81.18,16.07,45,Frozen,430,Mumbai,Online,498,76,196,1304.5626000000002,16.06550170458564,6908.165732971825,2020-11-10,2020-12-25
Mumbai,108.47,55,Medium,2019-06-24,10,Butter,LocalFarm,989.87,52.9,55,Frozen,442,Delhi,Online,67,35,120,52364.123,51.720606378435114,22860.50801926832,2019-06-23,2019-08-17
Delhi,306.47,54,Small,2022-10-02,1,Cheese,Amul,380.62,28.96,48,Ambient,258,Delhi,Wholesale,136,44,32,11022.7552,28.4974482635607,7352.34165199866,2022-09-29,2022-11-16
Bangalore,780.0,35,Small,2022-04-08,9,Cheese,Mother Dairy,773.95,49.79,15,Ambient,317,Delhi,Wholesale,3,57,128,38534.9705,47.64443978958135,15103.287413297287,2022-04-04,2022-04-19
Mumbai,890.76,111,Small,2019-01-02,1,Milk,LocalFarm,106.72,75.17,36,Frozen,61,Chennai,Online,340,63,81,8022.1424,77.1425237842661,4705.693950840232,2019-01-01,2019-02-06
Bangalore,260.45,60,Medium,2023-07-28,5,Cheese,Nestle,333.75,70.08,32,Cold,107,Chennai,Online,457,57,153,23389.2,72.47061574376602,7754.355884582964,2023-07-24,2023-08-25
Mumbai,490.37,45,Small,2020-09-30,7,Curd,Nestle,642.65,80.2,20,Frozen,195,Delhi,Retail,116,64,117,51540.53,77.31388621029663,15076.207811007844,2020-09-26,2020-10-16
Bangalore,496.81,61,Medium,2023-05-01,8,Curd,Amul,548.54,52.89,38,Frozen,297,Chennai,Online,94,49,42,29012.2806,54.21570105825042,16102.063214300373,2023-04-29,2023-06-06
Chennai,879.9,90,Large,2020-12-06,2,Curd,Nestle,247.36,55.97,54,Cold,362,Delhi,Wholesale,208,35,73,13844.7392,53.891103449601296,19508.57944875567,2020-12-03,2021-01-26
Bangalore,774.66,60,Small,2019-12-28,1,Butter,Amul,488.51,94.21,34,Frozen,316,Chennai,Online,15,23,46,46022.5271,90.3053893271376,28536.503027375482,2019-12-27,2020-01-30
Bangalore,537.42,12,Medium,2023-10-11,4,Curd,Nestle,153.34,66.81,42,Cold,299,Kolkata,Wholesale,486,54,104,10244.645400000001,64.23175403384178,19205.294456118692,2023-10-09,2023-11-20
Delhi,687.21,23,Small,2022-08-12,4,Curd,LocalFarm,565.57,77.28,26,Ambient,443,Delhi,Retail,110,80,174,43707.2496,73.66162602293048,32632.1003281582,2022-08-11,2022-09-06
Chennai,854.99,58,Large,2020-07-23,10,Paneer,Mother Dairy,142.09,69.81,9,Cold,435,Delhi,Wholesale,497,24,81,9919.3029,68.94487687937199,29991.021442526817,2020-07-22,2020-07-31
Kolkata,59.06,86,Small,2020-08-12,6,Butter,LocalFarm,654.14,67.64,13,Ambient,838,Bangalore,Wholesale,325,97,112,44246.0296,70.70356444797291,59249.5870074013,2020-08-09,2020-08-22
Delhi,432.75,114,Large,2019-07-21,1,Curd,Mother Dairy,197.59,92.22,17,Frozen,52,Bangalore,Online,221,60,100,18221.7498,95.90192864490814,4986.900289535223,2019-07-20,2019-08-06
Kolkata,911.88,100,Small,2021-10-01,1,Milk,Amul,569.73,42.08,43,Cold,47,Mumbai,Online,270,60,176,23974.2384,41.37266526653785,1944.515267527279,2021-09-29,2021-11-11
Mumbai,753.3,10,Medium,2022-08-05,3,Curd,Nestle,172.66,48.49,27,Cold,228,Kolkata,Wholesale,362,47,153,8372.2834,49.918746782057376,11381.474266309082,2022-08-03,2022-08-30
Kolkata,565.7,66,Large,2021-12-21,5,Butter,LocalFarm,430.67,44.18,31,Frozen,621,Kolkata,Retail,435,29,63,19027.0006,45.61402021193655,28326.306551612597,2021-12-19,2022-01-19
Bangalore,553.16,26,Small,2023-03-06,6,Cheese,Nestle,384.24,78.87,36,Ambient,613,Mumbai,Wholesale,158,71,187,30305.008800000003,76.12578472251793,46665.106034903496,2023-03-04,2023-04-09
Kolkata,380.38,59,Large,2023-12-09,5,Paneer,Amul,768.59,88.16,35,Cold,267,Bangalore,Wholesale,93,51,135,67758.8944,85.77487784499002,22901.892384612333,2023-12-08,2024-01-12
Delhi,544.49,107,Large,2019-05-06,5,Paneer,Mother Dairy,659.1,42.18,37,Cold,397,Mumbai,Wholesale,484,95,58,27800.838,42.98351055466816,17064.45369020326,2019-05-04,2019-06-10
Delhi,672.61,23,Medium,2021-09-18,9,Butter,LocalFarm,940.23,22.81,46,Frozen,866,Bangalore,Wholesale,335,64,165,21446.6463,22.271754274954358,19287.339202110474,2021-09-15,2021-10-31
Kolkata,447.44,68,Medium,2019-02-18,2,Curd,Mother Dairy,925.82,54.47,30,Ambient,377,Delhi,Retail,299,35,97,50429.4154,56.8566189466071,21434.945342870877,2019-02-17,2019-03-19
Delhi,728.45,90,Medium,2023-06-12,1,Milk,Mother Dairy,738.75,98.59,22,Frozen,722,Mumbai,Wholesale,163,83,121,72833.3625,95.93509294123491,69265.1371035716,2023-06-09,2023-07-01
Delhi,868.17,12,Medium,2021-04-25,6,Curd,Amul,782.06,28.33,16,Cold,809,Chennai,Wholesale,381,54,81,22155.759799999996,29.177479172529495,23604.58065057636,2021-04-23,2021-05-09
Kolkata,196.95,107,Large,2023-12-02,9,Curd,Mother Dairy,643.67,50.68,7,Frozen,37,Bangalore,Wholesale,385,99,104,32621.1956,51.98805250516002,1923.5579426909208,2023-11-29,2023-12-06
Chennai,478.97,49,Large,2019-06-28,7,Milk,Amul,707.08,34.42,9,Frozen,232,Delhi,Online,411,36,111,24337.693600000002,34.432936538836024,7988.441277009958,2019-06-24,2019-07-03
Chennai,437.62,98,Small,2023-05-24,8,Paneer,Mother Dairy,636.36,93.04,18,Ambient,742,Chennai,Online,367,61,114,59206.934400000006,90.83751741287959,67401.43792035666,2023-05-22,2023-06-09
Mumbai,703.09,75,Small,2020-05-07,5,Curd,Mother Dairy,346.18,59.58,51,Ambient,533,Chennai,Retail,295,41,140,20625.4044,56.80273323047489,30275.856811843118,2020-05-06,2020-06-26
Delhi,287.37,43,Small,2022-12-27,10,Cheese,LocalFarm,383.16,62.09,16,Frozen,113,Kolkata,Retail,318,69,87,23790.404400000003,64.12893312554269,7246.569443186324,2022-12-24,2023-01-09
Kolkata,658.24,99,Medium,2020-07-25,4,Cheese,Amul,596.0,10.74,8,Frozen,876,Bangalore,Wholesale,254,40,90,6401.04,10.60870999983258,9293.229959853341,2020-07-24,2020-08-01
Delhi,883.61,104,Large,2019-10-29,6,Butter,Nestle,734.17,68.75,20,Frozen,826,Delhi,Retail,318,65,197,50474.1875,67.65075791941679,55879.52604143827,2019-10-27,2019-11-16
Bangalore,447.23,18,Large,2021-08-21,3,Butter,Nestle,435.81,37.57,15,Cold,36,Bangalore,Wholesale,272,76,125,16373.3817,35.858662981019066,1290.9118673166863,2021-08-20,2021-09-04
Delhi,915.46,103,Small,2023-11-20,1,Milk,Nestle,185.53,56.21,40,Ambient,258,Delhi,Retail,488,24,46,10428.6413,54.25012214226595,13996.531512704616,2023-11-17,2023-12-27
Delhi,993.51,93,Small,2021-09-16,4,Milk,LocalFarm,486.45,57.8,42,Cold,547,Bangalore,Online,37,71,110,28116.809999999998,57.036550986360474,31198.99338953918,2021-09-13,2021-10-25
Chennai,150.79,30,Large,2022-04-07,9,Butter,LocalFarm,965.03,63.3,52,Ambient,686,Chennai,Wholesale,383,50,44,61086.399,64.50795124702165,44252.454555456854,2022-04-03,2022-05-25
